,distance,velocity,minttc
898,44,22.4,0.718802152
899,44,22.8,0.718410882
900,44,23.2,0.718410882
901,44,23.6,0.716122734
902,44,24,0.718410944
903,44,24.4,0.718410882
904,44,24.8,0.718410882
905,44,25.2,0.718410944
906,44,25.6,0.718410882
907,44,26,0.718410882
908,44,26.4,2.048287246
909,44,26.8,2.04932923
910,44,27.2,2.048593572
911,44,27.6,2.048575161
912,44,28,2.048593572
913,44,28.4,2.048593572
914,44,28.8,2.048539542
915,44,29.2,2.048575161
916,44,29.6,2.048593572
917,44,30,2.04932923
918,46,10,4.364818518
919,46,10.4,4.383633979
920,46,10.8,4.456409847
921,46,11.2,4.383623605
922,46,11.6,4.383623605
923,46,12,4.383633979
924,46,12.4,4.383644352
925,46,12.8,4.383644352
926,46,13.2,4.383644352
927,46,13.6,4.383633979
928,46,14,4.383623605
929,46,14.4,4.383633979
930,46,14.8,4.456409847
931,46,15.2,4.383633979
932,46,15.6,4.383633979
933,46,16,4.383623605
934,46,16.4,4.383623605
935,46,16.8,4.456409847
936,46,17.2,4.383623605
937,46,17.6,4.383623605
938,46,18,4.456409847
939,46,18.4,4.383623605
940,46,18.8,4.383633979
941,46,19.2,4.383644352
942,46,19.6,4.383644352
943,46,20,4.383644352
944,46,20.4,4.383644352
945,46,20.8,4.383633979
946,46,21.2,0.250761842
947,46,21.6,0
948,46,22,0
949,46,22.4,0.810325056
950,46,22.8,0.809847782
951,46,23.2,0.809847782
952,46,23.6,0.807131154
953,46,24,0.809810682
954,46,24.4,0.809839609
955,46,24.8,0.807131083
956,46,25.2,0.807131083
957,46,25.6,0.809839609
958,46,26,0.809839609
959,46,26.4,0.809839609
960,46,26.8,0.809839609
961,46,27.2,2.053084079
962,46,27.6,2.050237715
963,46,28,2.050287097
964,46,28.4,2.053084079
965,46,28.8,2.050306413
966,46,29.2,2.050303497
967,46,29.6,2.050287097
968,46,30,2.050287097
969,48,10,4.666617859
970,48,10.4,4.589453462
971,48,10.8,4.58946432
972,48,11.2,4.666617859
973,48,11.6,4.666617859
974,48,12,4.589458891
975,48,12.4,4.589449843
976,48,12.8,4.58946432
977,48,13.2,4.589458891
978,48,13.6,4.666617859
979,48,14,4.666617859
980,48,14.4,4.666617859
981,48,14.8,4.666617859
982,48,15.2,4.589458891
983,48,15.6,4.58946432
984,48,16,4.589453462
985,48,16.4,4.589453462
986,48,16.8,4.666617859
987,48,17.2,4.666617859
988,48,17.6,4.666617859
989,48,18,4.666617859
990,48,18.4,4.589458891
991,48,18.8,4.589449843
992,48,19.2,4.589453462
993,48,19.6,4.589453462
994,48,20,4.589449843
995,48,20.4,4.666617859
996,48,20.8,4.666617859
997,48,21.2,0.253906173
998,48,21.6,0
999,48,22,0
1000,48,22.4,0.795447311
1001,48,22.8,0.794989931
1002,48,23.2,0.794981301
1003,48,23.6,0.794981301
1004,48,24,0.792284144
1005,48,24.4,0.792284144
1006,48,24.8,0.792284212
1007,48,25.2,0.792284212
1008,48,25.6,0.794986986
1009,48,26,0.79497589
1010,48,26.4,0.794981233
1011,48,26.8,2.051117758
1012,48,27.2,2.054905387
1013,48,27.6,2.053323803
1014,48,28,2.053323803
1015,48,28.4,2.053323803
1016,48,28.8,2.054879944
1017,48,29.2,2.054902824
1018,48,29.6,2.0549182
1019,48,30,2.054902824
1020,50,10,4.777712068
1021,50,10.4,4.7961856
1022,50,10.8,4.796179927
1023,50,11.2,4.7961856
1024,50,11.6,4.7961856
1025,50,12,4.7961856
1026,50,12.4,4.796191274
1027,50,12.8,4.876825871
1028,50,13.2,4.876825871
1029,50,13.6,4.796179927
1030,50,14,4.796191274
1031,50,14.4,4.7961856
1032,50,14.8,4.7961856
1033,50,15.2,4.7961856
1034,50,15.6,4.876825871
1035,50,16,4.876825871
1036,50,16.4,4.876825871
1037,50,16.8,4.7961856
1038,50,17.2,4.796191274
1039,50,17.6,4.7961856
1040,50,18,4.7961856
1041,50,18.4,4.796191274
1042,50,18.8,4.7961856
1043,50,19.2,4.7961856
1044,50,19.6,4.876825871
1045,50,20,4.876825871
1046,50,20.4,4.796191274
1047,50,20.8,4.7961856
1048,50,21.2,4.796191274
1049,50,21.6,0.252251618
1050,50,22,0
1051,50,22.4,0
1052,50,22.8,0.8871045
1053,50,23.2,0.883310532
1054,50,23.6,0.886510128
1055,50,24,0.886519341
1056,50,24.4,0.886519185
1057,50,24.8,0.886510363
1058,50,25.2,0.886504585
1059,50,25.6,0.886510285
1060,50,26,0.886504585
1061,50,26.4,0.886510285
1062,50,26.8,2.052424633
1063,50,27.2,2.051453979
1064,50,27.6,2.05062476
1065,50,28,2.05062476
1066,50,28.4,2.05062476
1067,50,28.8,2.05062476
1068,50,29.2,2.051425311
1069,50,29.6,2.05139644
1070,50,30,2.051406678
1071,52,10,4.983892637
1072,52,10.4,5.087033882
1073,52,10.8,5.087033882
1074,52,11.2,5.087033882
1075,52,11.6,5.002917738
1076,52,12,5.002923656
1077,52,12.4,5.002917738
1078,52,12.8,5.002917738
1079,52,13.2,5.002917738
1080,52,13.6,5.002923656
1081,52,14,5.087033882
1082,52,14.4,5.087033882
1083,52,14.8,5.087033882
1084,52,15.2,5.002929574
1085,52,15.6,5.00291182
1086,52,16,5.002923656
1087,52,16.4,5.002923656
1088,52,16.8,5.002917738
1089,52,17.2,5.002917738
1090,52,17.6,5.087033882
1091,52,18,5.087033882
1092,52,18.4,5.087033882
1093,52,18.8,5.002923656
1094,52,19.2,5.00291182
1095,52,19.6,5.002923656
1096,52,20,5.002929574
1097,52,20.4,5.002941411
1098,52,20.8,5.002917738
1099,52,21.2,5.002923656
1100,52,21.6,0.250315796
1101,52,22,0
1102,52,22.4,0
1103,52,22.8,0.981164702
1104,52,23.2,0.980503242
1105,52,23.6,0.980450526
1106,52,24,0.980450526
1107,52,24.4,0.976658966
1108,52,24.8,0.976658966
1109,52,25.2,0.980477236
1110,52,25.6,0.980434131
1111,52,26,0.980434131
1112,52,26.4,0.980450526
1113,52,26.8,2.056023073
1114,52,27.2,2.053352319
1115,52,27.6,2.054496201
1116,52,28,2.054496201
1117,52,28.4,2.053349036
1118,52,28.8,2.053390477
1119,52,29.2,2.053349036
1120,52,29.6,2.053361345
1121,52,30,2.053335086
1122,54,10,5.190126076
1123,54,10.4,5.209649876
1124,54,10.8,5.297241894
1125,54,11.2,5.209656039
1126,54,11.6,5.209649876
1127,54,12,5.209649876
1128,54,12.4,5.209656039
1129,54,12.8,5.209637551
1130,54,13.2,5.209649876
1131,54,13.6,5.209643713
1132,54,14,5.297241894
1133,54,14.4,5.209649876
1134,54,14.8,5.209649876
1135,54,15.2,5.209643713
1136,54,15.6,5.209643713
1137,54,16,5.209649876
1138,54,16.4,5.209649876
1139,54,16.8,5.209649876
1140,54,17.2,5.297241894
1141,54,17.6,5.297241894
1142,54,18,5.209656039
1143,54,18.4,5.209643713
1144,54,18.8,5.209649876
1145,54,19.2,5.209643713
1146,54,19.6,5.209662201
1147,54,20,5.209649876
1148,54,20.4,5.297241894
1149,54,20.8,5.297241894
1150,54,21.2,5.297241894
1151,54,21.6,0.322608345
1152,54,22,0.252239027
1153,54,22.4,0.25225012
1154,54,22.8,0.252250101
1155,54,23.2,0.958267742
1156,54,23.6,0.953897542
1157,54,24,0.953897542
1158,54,24.4,0.953897542
1159,54,24.8,0.957667312
1160,54,25.2,0.957667312
1161,54,25.6,0.957667312
1162,54,26,0.957667312
1163,54,26.4,0.957667312
1164,54,26.8,0.957667312
1165,54,27.2,2.059083923
1166,54,27.6,2.059083736
1167,54,28,2.056098242
1168,54,28.4,2.056095529
1169,54,28.8,2.056095529
1170,54,29.2,2.056095529
1171,54,29.6,2.056084674
1172,54,30,2.055808568
1173,56,10,5.507449906
1174,56,10.4,5.507449906
1175,56,10.8,5.507449906
1176,56,11.2,5.507449906
1177,56,11.6,5.416375607
1178,56,12,5.416375607
1179,56,12.4,5.416382014
1180,56,12.8,5.416382014
1181,56,13.2,5.416388421
1182,56,13.6,5.507449906
1183,56,14,5.507449906
1184,56,14.4,5.507449906
1185,56,14.8,5.4163692
1186,56,15.2,5.416375607
1187,56,15.6,5.416382014
1188,56,16,5.4163692
1189,56,16.4,5.416382014
1190,56,16.8,5.416375607
1191,56,17.2,5.507449906
1192,56,17.6,5.507449906
1193,56,18,5.416382014
1194,56,18.4,5.416382014
1195,56,18.8,5.416375607
1196,56,19.2,5.416388421
1197,56,19.6,5.416382014
1198,56,20,5.4163692
1199,56,20.4,5.507449906
1200,56,20.8,5.507449906
1201,56,21.2,5.416382014
1202,56,21.6,5.416388421
1203,56,22,0.325913625
1204,56,22.4,0.250518868
1205,56,22.8,0.250531119
1206,56,23.2,1.049719726
1207,56,23.6,1.049719726
1208,56,24,1.044593209
1209,56,24.4,1.044593116
1210,56,24.8,1.044593116
1211,56,25.2,1.048974423
1212,56,25.6,1.048967209
1213,56,26,1.048929639
1214,56,26.4,1.048967302
1215,56,26.8,1.048980982
1216,56,27.2,2.059033304
1217,56,27.6,2.057320186
1218,56,28,2.057320186
1219,56,28.4,2.060174014
1220,56,28.8,2.060312256
1221,56,29.2,2.060312256
1222,56,29.6,2.060312256
1223,56,30,2.06036267
1224,58,10,5.603103966
1225,58,10.4,5.717657917
1226,58,10.8,5.717657917
1227,58,11.2,5.623114152
1228,58,11.6,5.623100849
1229,58,12,5.623114152
1230,58,12.4,5.623120804
1231,58,12.8,5.623114152
1232,58,13.2,5.6231075
1233,58,13.6,5.6231075
1234,58,14,5.717657917
1235,58,14.4,5.717657917
1236,58,14.8,5.623127456
1237,58,15.2,5.623127456
1238,58,15.6,5.623114152
1239,58,16,5.623114152
1240,58,16.4,5.623114152
1241,58,16.8,5.623120804
1242,58,17.2,5.623114152
1243,58,17.6,5.717657917
1244,58,18,5.6231075
1245,58,18.4,5.623114152
1246,58,18.8,5.623114152
1247,58,19.2,5.623114152
1248,58,19.6,5.623114152
1249,58,20,5.623114152
1250,58,20.4,5.623114152
1251,58,20.8,5.717657917
1252,58,21.2,5.717657917
1253,58,21.6,5.623120804
1254,58,22,0.394829372
1255,58,22.4,0.253600573
1256,58,22.8,0.253611019
1257,58,23.2,0.253611019
1258,58,23.6,1.142106323
1259,58,24,1.136227937
1260,58,24.4,1.136227937
1261,58,24.8,1.141260215
1262,58,25.2,1.141267564
1263,58,25.6,1.141339303
1264,58,26,1.141339199
1265,58,26.4,1.141252762
1266,58,26.8,1.141267564
1267,58,27.2,1.136227937
1268,58,27.6,2.063546047
1269,58,28,2.063249374
1270,58,28.4,2.063251629
1271,58,28.8,2.063240916
1272,58,29.2,2.063251629
1273,58,29.6,2.063251629
1274,58,30,2.063251629
1275,60,10,5.927865929
1276,60,10.4,5.927865929
1277,60,10.8,5.82984629
1278,60,11.2,5.829853186
1279,60,11.6,5.829853186
1280,60,12,5.829832497
1281,60,12.4,5.82984629
1282,60,12.8,5.82984629
1283,60,13.2,5.82984629
1284,60,13.6,5.927865929
1285,60,14,5.82984629
1286,60,14.4,5.829853186
1287,60,14.8,5.82984629
1288,60,15.2,5.829853186
1289,60,15.6,5.829853186
1290,60,16,5.82984629
1291,60,16.4,5.82984629
1292,60,16.8,5.927865929
1293,60,17.2,5.927865929
1294,60,17.6,5.829853186
1295,60,18,5.82984629
1296,60,18.4,5.829853186
1297,60,18.8,5.82984629
1298,60,19.2,5.82984629
1299,60,19.6,5.82984629
1300,60,20,5.927865929
1301,60,20.4,5.927865929
1302,60,20.8,5.829853186
1303,60,21.2,5.829839394
1304,60,21.6,5.82984629
1305,60,22,0.397134476
1306,60,22.4,0.251595807
1307,60,22.8,0.251613597
1308,60,23.2,0.251239857
1309,60,23.6,1.20233157
1310,60,24,1.207842488
1311,60,24.4,1.207858575
1312,60,24.8,1.207858466
1313,60,25.2,1.207858684
1314,60,25.6,1.207858684
1315,60,26,1.207858684
1316,60,26.4,1.207858684
1317,60,26.8,1.20233157
1318,60,27.2,1.20787401
1319,60,27.6,2.066630667
1320,60,28,2.065440725
1321,60,28.4,2.065440725
1322,60,28.8,2.065440725
1323,60,29.2,2.065425191
1324,60,29.6,2.065425191
1325,60,30,2.065425191
1326,62,10,6.138073941
1327,62,10.4,6.036564146
1328,62,10.8,6.036571287
1329,62,11.2,6.036578428
1330,62,11.6,6.036578428
1331,62,12,6.036578428
1332,62,12.4,6.036578428
1333,62,12.8,6.036578428
1334,62,13.2,6.138073941
1335,62,13.6,6.036578428
1336,62,14,6.036578428
1337,62,14.4,6.036571287
1338,62,14.8,6.036578428
1339,62,15.2,6.036571287
1340,62,15.6,6.036599851
1341,62,16,6.036578428
1342,62,16.4,6.036564146
1343,62,16.8,6.138073941
1344,62,17.2,6.036578428
1345,62,17.6,6.036578428
1346,62,18,6.036578428
1347,62,18.4,6.036571287
1348,62,18.8,6.036571287
1349,62,19.2,6.036578428
1350,62,19.6,6.036578428
1351,62,20,6.036578428
1352,62,20.4,6.138073941
1353,62,20.8,6.036578428
1354,62,21.2,6.036585569
1355,62,21.6,6.036578428
1356,62,22,0.476354876
1357,62,22.4,0.24942526
1358,62,22.8,0.249443024
1359,62,23.2,0.249443024
1360,62,23.6,0.323762799
1361,62,24,1.197166319
1362,62,24.4,1.196174814
1363,62,24.8,1.196073441
1364,62,25.2,1.196111067
1365,62,25.6,1.196073441
1366,62,26,1.196111174
1367,62,26.4,1.196111174
1368,62,26.8,1.196111174
1369,62,27.2,1.190450971
1370,62,27.6,2.071915697
1371,62,28,2.073313606
1372,62,28.4,2.068504841
1373,62,28.8,2.068512716
1374,62,29.2,2.068538309
1375,62,29.6,2.068523991
1376,62,30,2.068502335
1377,64,10,6.745051775
1378,64,10.4,6.633093786
1379,64,10.8,6.633093786
1380,64,11.2,6.633093786
1381,64,11.6,6.633101632
1382,64,12,6.633085939
1383,64,12.4,6.633101632
1384,64,12.8,6.633093786
1385,64,13.2,6.633093786
1386,64,13.6,6.745051775
1387,64,14,6.633093786
1388,64,14.4,6.633101632
1389,64,14.8,6.633093786
1390,64,15.2,6.633101632
1391,64,15.6,6.633101632
1392,64,16,6.633101632
1393,64,16.4,6.633101632
1394,64,16.8,6.745051775
1395,64,17.2,6.633093786
1396,64,17.6,6.633093786
1397,64,18,6.633085939
1398,64,18.4,6.633085939
1399,64,18.8,6.633093786
1400,64,19.2,6.633093786
1401,64,19.6,6.633093786
1402,64,20,6.633093786
1403,64,20.4,6.745051775
1404,64,20.8,6.633085939
1405,64,21.2,6.633093786
1406,64,21.6,6.745051775
1407,64,22,6.745051775
1408,64,22.4,0.319975075
1409,64,22.8,0.320317037
1410,64,23.2,0.32032308
1411,64,23.6,0.320317062
1412,64,24,1.248478198
1413,64,24.4,1.247229921
1414,64,24.8,1.247229921
1415,64,25.2,1.341299891
1416,64,25.6,1.247229921
1417,64,26,1.247229812
1418,64,26.4,1.247229812
1419,64,26.8,1.247229812
1420,64,27.2,1.341299891
1421,64,27.6,1.247254793
1422,64,28,2.075382278
1423,64,28.4,2.07616023
1424,64,28.8,2.07616023
1425,64,29.2,2.080720808
1426,64,29.6,2.080741637
1427,64,30,2.080741637
1428,66,10,6.955259787
1429,66,10.4,6.955259787
1430,66,10.8,6.839825924
1431,66,11.2,6.839834015
1432,66,11.6,6.955259787
1433,66,12,6.955259787
1434,66,12.4,6.839817833
1435,66,12.8,6.839842106
1436,66,13.2,6.839825924
1437,66,13.6,6.955259787
1438,66,14,6.839825924
1439,66,14.4,6.839825924
1440,66,14.8,6.955259787
1441,66,15.2,6.955259787
1442,66,15.6,6.839817833
1443,66,16,6.839825924
1444,66,16.4,6.839834015
1445,66,16.8,6.839834015
1446,66,17.2,6.955259787
1447,66,17.6,6.839825924
1448,66,18,6.955259787
1449,66,18.4,6.955259787
1450,66,18.8,6.955259787
1451,66,19.2,6.839825924
1452,66,19.6,6.839825924
1453,66,20,6.839817833
1454,66,20.4,6.839825924
1455,66,20.8,6.839817833
1456,66,21.2,6.955259787
1457,66,21.6,6.955259787
1458,66,22,6.955259787
1459,66,22.4,0.472439457
1460,66,22.8,0.395514216
1461,66,23.2,0.395537776
1462,66,23.6,0.395537745
1463,66,24,1.361770679
1464,66,24.4,1.462278559
1465,66,24.8,1.462278559
1466,66,25.2,1.462278559
1467,66,25.6,1.360282581
1468,66,26,1.360291404
1469,66,26.4,1.360247166
1470,66,26.8,1.360228908
1471,66,27.2,1.360228908
1472,66,27.6,1.360247044
1473,66,28,2.089183566
1474,66,28.4,2.089183566
1475,66,28.8,2.089183566
1476,66,29.2,2.095636032
1477,66,29.6,2.095633788
1478,66,30,2.095643324
1479,68,10,7.027423496
1480,68,10.4,7.165467798
1481,68,10.8,7.046558062
1482,68,11.2,7.046566397
1483,68,11.6,7.046558062
1484,68,12,7.046558062
1485,68,12.4,7.046558062
1486,68,12.8,7.046574733
1487,68,13.2,7.165467798
1488,68,13.6,7.165467798
1489,68,14,7.046549726
1490,68,14.4,7.046558062
1491,68,14.8,7.046549726
1492,68,15.2,7.046574733
1493,68,15.6,7.046558062
1494,68,16,7.046558062
1495,68,16.4,7.165467798
1496,68,16.8,7.165467798
1497,68,17.2,7.165467798
1498,68,17.6,7.046566397
1499,68,18,7.046558062
1500,68,18.4,7.046549726
1501,68,18.8,7.046549726
1502,68,19.2,7.046558062
1503,68,19.6,7.165467798
1504,68,20,7.165467798
1505,68,20.4,7.165467798
1506,68,20.8,7.165467798
1507,68,21.2,7.046549726
1508,68,21.6,7.046558062
1509,68,22,7.046566397
1510,68,22.4,7.046566397
1511,68,22.8,0.397725807
1512,68,23.2,0.398624494
1513,68,23.6,0.398621621
1514,68,24,0.398624462
1515,68,24.4,1.52092743
1516,68,24.8,1.519186349
1517,68,25.2,1.51927425
1518,68,25.6,1.51916347
1519,68,26,1.624645567
1520,68,26.4,1.519090785
1521,68,26.8,1.519186349
1522,68,27.2,1.519091219
1523,68,27.6,1.519186349
1524,68,28,2.09510099
1525,68,28.4,2.10320412
1526,68,28.8,2.097450808
1527,68,29.2,2.097450808
1528,68,29.6,2.103194779
1529,68,30,2.10320412
1530,70,10,7.234411042
1531,70,10.4,7.253281619
1532,70,10.8,7.25329878
1533,70,11.2,7.25329878
1534,70,11.6,7.25329878
1535,70,12,7.37567581
1536,70,12.4,7.37567581
1537,70,12.8,7.2532902
1538,70,13.2,7.25329878
1539,70,13.6,7.2532902
1540,70,14,7.2532902
1541,70,14.4,7.2532902
1542,70,14.8,7.2532902
1543,70,15.2,7.2532902
1544,70,15.6,7.37567581
1545,70,16,7.37567581
1546,70,16.4,7.25329878
1547,70,16.8,7.25329878
1548,70,17.2,7.2532902
1549,70,17.6,7.253281619
1550,70,18,7.25330736
1551,70,18.4,7.25329878
1552,70,18.8,7.37567581
1553,70,19.2,7.37567581
1554,70,19.6,7.25329878
1555,70,20,7.25332452
1556,70,20.4,7.25329878
1557,70,20.8,7.25329878
1558,70,21.2,7.25329878
1559,70,21.6,7.25329878
1560,70,22,7.25331594
1561,70,22.4,0.635659896
1562,70,22.8,0.476401213
1563,70,23.2,0.477674672
1564,70,23.6,0.477674749
1565,70,24,0.477674749
1566,70,24.4,1.814243043
1567,70,24.8,1.811587569
1568,70,25.2,1.846038464
1569,70,25.6,1.846038658
1570,70,26,1.846038658
1571,70,26.4,1.811641225
1572,70,26.8,1.811681096
1573,70,27.2,1.811681282
1574,70,27.6,1.811587756
1575,70,28,1.811681282
1576,70,28.4,2.103044987
1577,70,28.8,2.103044987
1578,70,29.2,2.103044987
1579,70,29.6,2.107051938
1580,70,30,2.107051938
1581,72,10,7.441504887
1582,72,10.4,7.441504887
1583,72,10.8,7.460013513
1584,72,11.2,7.585883822
1585,72,11.6,7.585883822
1586,72,12,7.585883822
1587,72,12.4,7.585883822
1588,72,12.8,7.460031162
1589,72,13.2,7.460022337
1590,72,13.6,7.460031162
1591,72,14,7.460031162
1592,72,14.4,7.460031162
1593,72,14.8,7.585883822
1594,72,15.2,7.585883822
1595,72,15.6,7.585883822
1596,72,16,7.585883822
1597,72,16.4,7.460013513
1598,72,16.8,7.459981156
1599,72,17.2,7.460031162
1600,72,17.6,7.460022337
1601,72,18,7.460031162
1602,72,18.4,7.460031162
1603,72,18.8,7.585883822
1604,72,19.2,7.585883822
1605,72,19.6,7.585883822
1606,72,20,7.460013513
1607,72,20.4,7.460031162
1608,72,20.8,7.460013513
1609,72,21.2,7.460022337
1610,72,21.6,7.460013513
1611,72,22,7.460022337
1612,72,22.4,0.636793758
1613,72,22.8,0.478675835
1614,72,23.2,0.480079847
1615,72,23.6,0.480079769
1616,72,24,0.480079808
1617,72,24.4,0.480079808
1618,72,24.8,2.051985827
1619,72,25.2,2.049262141
1620,72,25.6,2.049262369
1621,72,26,2.03054661
1622,72,26.4,2.030548621
1623,72,26.8,2.049117883
1624,72,27.2,2.049262141
1625,72,27.6,2.049262369
1626,72,28,2.049246212
1627,72,28.4,2.113849904
1628,72,28.8,2.119379582
1629,72,29.2,2.119387912
1630,72,29.6,2.115613752
1631,72,30,2.119401744
1632,74,10,7.647813658
1633,74,10.4,7.666754475
1634,74,10.8,7.666754475
1635,74,11.2,7.666772614
1636,74,11.6,7.666763545
1637,74,12,7.666754475
1638,74,12.4,7.666754475
1639,74,12.8,7.666745406
1640,74,13.2,7.666754475
1641,74,13.6,7.666745406
1642,74,14,7.666754475
1643,74,14.4,7.796091833
1644,74,14.8,7.666745406
1645,74,15.2,7.666754475
1646,74,15.6,7.666763545
1647,74,16,7.666763545
1648,74,16.4,7.666754475
1649,74,16.8,7.666763545
1650,74,17.2,7.666745406
1651,74,17.6,7.666763545
1652,74,18,7.666772614
1653,74,18.4,7.666763545
1654,74,18.8,7.666763545
1655,74,19.2,7.666763545
1656,74,19.6,7.666745406
1657,74,20,7.666763545
1658,74,20.4,7.796091833
1659,74,20.8,7.796091833
1660,74,21.2,7.666772614
1661,74,21.6,7.666763545
1662,74,22,7.666763545
1663,74,22.4,7.666763545
1664,74,22.8,0.56038994
1665,74,23.2,0.472238125
1666,74,23.6,0.472238201
1667,74,24,0.560389987
1668,74,24.4,0.56038994
1669,74,24.8,1.951779832
1670,74,25.2,2.009504128
1671,74,25.6,2.009504128
1672,74,26,1.996047416
1673,74,26.4,2.009476249
1674,74,26.8,2.009504128
1675,74,27.2,1.996047416
1676,74,27.6,1.996047416
1677,74,28,2.009476048
1678,74,28.4,2.127799554
1679,74,28.8,2.132096192
1680,74,29.2,2.132092824
1681,74,29.6,2.132092824
1682,74,30,2.132100147
1683,76,10,8.006299845
1684,76,10.4,8.006299845
1685,76,10.8,7.873495927
1686,76,11.2,7.873505241
1687,76,11.6,7.873495927
1688,76,12,7.873495927
1689,76,12.4,7.873486613
1690,76,12.8,8.006299845
1691,76,13.2,8.006299845
1692,76,13.6,8.006299845
1693,76,14,8.006299845
1694,76,14.4,7.8734773
1695,76,14.8,7.873495927
1696,76,15.2,7.873495927
1697,76,15.6,7.873495927
1698,76,16,8.006299845
1699,76,16.4,8.006299845
1700,76,16.8,8.006299845
1701,76,17.2,8.006299845
1702,76,17.6,7.873486613
1703,76,18,7.873505241
1704,76,18.4,7.873505241
1705,76,18.8,7.873486613
1706,76,19.2,7.873486613
1707,76,19.6,7.873486613
1708,76,20,8.006299845
1709,76,20.4,8.006299845
1710,76,20.8,8.006299845
1711,76,21.2,8.006299845
1712,76,21.6,7.873495927
1713,76,22,7.873505241
1714,76,22.4,0.808405873
1715,76,22.8,0.55212375
1716,76,23.2,0.55212375
1717,76,23.6,0.645150383
1718,76,24,0.645150383
1719,76,24.4,0.645150328
1720,76,24.8,1.858153673
1721,76,25.2,1.81902065
1722,76,25.6,1.819046526
1723,76,26,1.819100647
1724,76,26.4,1.819046526
1725,76,26.8,1.819046368
1726,76,27.2,1.819046368
1727,76,27.6,1.804616454
1728,76,28,1.819035481
1729,76,28.4,1.819046368
1730,76,28.8,2.146509166
1731,76,29.2,2.14845387
1732,76,29.6,2.144190172
1733,76,30,2.144196806
1734,78,10,8.062072124
1735,78,10.4,8.08022831
1736,78,10.8,8.08022831
1737,78,11.2,8.216507857
1738,78,11.6,8.216507857
1739,78,12,8.216507857
1740,78,12.4,8.216507857
1741,78,12.8,8.080209193
1742,78,13.2,8.08022831
1743,78,13.6,8.080237868
1744,78,14,8.08022831
1745,78,14.4,8.08022831
1746,78,14.8,8.080237868
1747,78,15.2,8.216507857
1748,78,15.6,8.216507857
1749,78,16,8.080209193
1750,78,16.4,8.080218751
1751,78,16.8,8.080237868
1752,78,17.2,8.08022831
1753,78,17.6,8.08022831
1754,78,18,8.080237868
1755,78,18.4,8.216507857
1756,78,18.8,8.216507857
1757,78,19.2,8.080218751
1758,78,19.6,8.08022831
